transcript	theta_n1	theta_n2	half_life_rep1	half_life_rep2	mean_half_life
BRD9	0.5601	0.5399	0.8441	0.8929	0.8685
BRI3BP	0.5202	0.5660	0.9438	0.8304	0.8871
BRIP1	0.5317	0.5180	0.9138	0.9496	0.9317
BRIX1	0.6745	0.7492	0.6175	0.5011	0.5593
BRK1	0.1846	0.1550	3.3956	4.1148	3.7552
BRMS1	0.1684	0.2368	3.7584	2.5644	3.1614
BROX	0.1927	0.1937	3.2380	3.2201	3.2290
BRPF1	0.8254	0.8654	0.3972	0.3456	0.3714
BRPF3	0.4940	0.5563	1.0176	0.8530	0.9353
BRWD1	0.5699	0.5808	0.8214	0.7972	0.8093
BSDC1	0.6977	0.6670	0.5794	0.6304	0.6049
BSG	0.1027	0.1078	6.3953	6.0748	6.2351
BTAF1	0.5796	0.5884	0.7999	0.7808	0.7904
BTBD1	0.2064	0.2304	2.9980	2.6474	2.8227
BTBD7	0.4874	0.6822	1.0373	0.6047	0.8210
BTF3	0.0820	0.0855	8.0966	7.7525	7.9246
BTF3L4	0.6314	0.5898	0.6945	0.7779	0.7362
BTG1	0.8384	0.8621	0.3803	0.3498	0.3651
BTN2A1	0.8611	0.8024	0.3512	0.4275	0.3893
BUB1	0.1601	0.1411	3.9723	4.5563	4.2643
BUB1B	0.2726	0.3237	2.1781	1.7724	1.9753
BUB3	0.2778	0.3129	2.1300	1.8472	1.9886
BUD13	0.8395	0.8406	0.3789	0.3774	0.3782
BUD31	0.1457	0.1832	4.4029	3.4248	3.9138
BYSL	0.6668	0.6798	0.6307	0.6087	0.6197
BZW1	0.1367	0.1388	4.7139	4.6380	4.6760
BZW2	0.1505	0.1327	4.2504	4.8667	4.5585
C10orf71	0.8824	0.9586	0.3238	0.2177	0.2708
C11orf24	0.5775	0.4945	0.8045	1.0161	0.9103
C11orf57	0.4071	0.5056	1.3262	0.9842	1.1552
C11orf58	0.1078	0.1281	6.0771	5.0562	5.5667
C11orf84	0.6095	0.5529	0.7370	0.8610	0.7990
C12orf43	0.5269	0.5260	0.9261	0.9285	0.9273
C12orf49	0.3594	0.3690	1.5563	1.5052	1.5308
C12orf65	0.8436	0.8019	0.3737	0.4282	0.4009
C14orf119	0.4908	0.5951	1.0271	0.7666	0.8969
C14orf166	0.1316	0.1594	4.9106	3.9914	4.4510
C15orf39	0.9166	0.9159	0.2791	0.2800	0.2795
C15orf57	0.2362	0.3230	2.5722	1.7766	2.1744
C16orf62	0.2197	0.2354	2.7934	2.5823	2.6879
C16orf70	0.7843	0.8448	0.4519	0.3721	0.4120
C16orf72	0.6600	0.7184	0.6425	0.5469	0.5947
C17orf53	0.7633	0.8425	0.4810	0.3750	0.4280
C17orf80	0.8595	0.8353	0.3532	0.3843	0.3687
C18orf25	0.8687	0.8491	0.3414	0.3666	0.3540
C18orf8	0.5622	0.5210	0.8392	0.9416	0.8904
C19orf25	0.3644	0.3534	1.5298	1.5898	1.5598
C19orf43	0.2523	0.2818	2.3837	2.0937	2.2387
C19orf47	0.5421	0.5565	0.8873	0.8526	0.8700
C19orf48	0.6070	0.6307	0.7421	0.6959	0.7190
C19orf53	0.1972	0.1783	3.1557	3.5287	3.3422
C19orf54	0.4029	0.4796	1.3443	1.0614	1.2028
C1GALT1	0.6079	0.6967	0.7404	0.5809	0.6606
C1orf109	0.7633	0.8054	0.4811	0.4235	0.4523
C1orf131	0.6177	0.6827	0.7208	0.6038	0.6623
C1orf159	0.3545	0.3414	1.5836	1.6600	1.6218
C1orf174	0.4837	0.5359	1.0486	0.9029	0.9757
C1orf198	0.4907	0.4234	1.0274	1.2589	1.1431
C1orf27	0.3460	0.3035	1.6322	1.9162	1.7742
C1orf35	0.4496	0.4431	1.1609	1.1841	1.1725
C1orf43	0.2254	0.2452	2.7143	2.4636	2.5889
C1orf52	0.5602	0.6287	0.8439	0.6997	0.7718
C1QBP	0.0711	0.0840	9.3912	7.8983	8.6448
C21orf58	0.6231	0.7782	0.7103	0.4602	0.5853
C22orf34	0.4296	0.4321	1.2347	1.2251	1.2299
C2CD2	0.5931	0.5250	0.7709	0.9310	0.8510
C2CD2L	0.8508	0.8366	0.3643	0.3826	0.3734
C2CD3	0.2935	0.4487	1.9952	1.1642	1.5797
C2orf49	0.7516	0.8231	0.4977	0.4001	0.4489
C2orf88	0.2951	0.3019	1.9820	1.9284	1.9552
C4orf46	0.7592	0.7458	0.4868	0.5061	0.4964
C5orf15	0.5804	0.5911	0.7981	0.7752	0.7866
C5orf22	0.4248	0.4097	1.2532	1.3149	1.2841
C5orf51	0.5183	0.3699	0.9490	1.5007	1.2249
C6orf106	0.2393	0.2691	2.5348	2.2109	2.3728
C6orf120	0.5837	0.6844	0.7909	0.6010	0.6959
C6orf136	0.6470	0.5409	0.6657	0.8903	0.7780
C6orf47	0.8465	0.8784	0.3699	0.3290	0.3494
C6orf48	0.4393	0.3755	1.1980	1.4722	1.3351
C6orf62	0.4262	0.4609	1.2477	1.1220	1.1848
C6orf89	0.1955	0.2270	3.1872	2.6925	2.9399
C7orf49	0.4847	0.4899	1.0455	1.0297	1.0376
C7orf50	0.2719	0.2367	2.1848	2.5666	2.3757
C7orf73	0.1303	0.1308	4.9665	4.9427	4.9546
C8orf33	0.3045	0.3398	1.9088	1.6697	1.7892
C9orf3	0.6305	0.5814	0.6962	0.7959	0.7460
C9orf64	0.6704	0.5752	0.6246	0.8096	0.7171
C9orf78	0.1314	0.1492	4.9197	4.2883	4.6040
CA8	0.3593	0.3392	1.5572	1.6732	1.6152
CAB39	0.3979	0.4565	1.3664	1.1369	1.2517
CABIN1	0.2071	0.2763	2.9868	2.1439	2.5653
CACTIN	0.2606	0.2962	2.2956	1.9734	2.1345
CACUL1	0.4506	0.4544	1.1573	1.1441	1.1507
CACYBP	0.1031	0.1088	6.3692	6.0174	6.1933
CAD	0.1911	0.2236	3.2681	2.7389	3.0035
CALCOCO2	0.1503	0.1547	4.2572	4.1232	4.1902
CALM1	0.1177	0.1489	5.5358	4.2987	4.9173
CALM3	0.0717	0.0919	9.3130	7.1924	8.2527
CALR	0.0926	0.1049	7.1339	6.2558	6.6949
CALU	0.1948	0.2108	3.1988	2.9282	3.0635
CAMK2G	0.3154	0.4070	1.8294	1.3265	1.5780
CAMKK2	0.2711	0.2672	2.1923	2.2296	2.2110
CAMSAP1	0.5696	0.5721	0.8222	0.8165	0.8193
CAMTA2	0.4823	0.4383	1.0528	1.2018	1.1273
CAND1	0.2363	0.2286	2.5712	2.6712	2.6212
CAND2	0.1312	0.1456	4.9270	4.4039	4.6654
CANT1	0.4425	0.5238	1.1862	0.9343	1.0602
CANX	0.0666	0.0730	10.0531	9.1406	9.5968
CAP1	0.1181	0.1274	5.5168	5.0880	5.3024
CAPN1	0.0827	0.0851	8.0297	7.7917	7.9107
CAPN15	0.2567	0.3165	2.3369	1.8218	2.0793
CAPN2	0.1212	0.1429	5.3638	4.4962	4.9300
CAPN7	0.3623	0.4681	1.5409	1.0981	1.3195
CAPNS1	0.0838	0.1070	7.9233	6.1226	7.0229
CAPRIN1	0.1548	0.1716	4.1224	3.6819	3.9022
CAPZA1	0.1118	0.1048	5.8470	6.2612	6.0541
CAPZB	0.1493	0.1394	4.2863	4.6182	4.4522
CARD9	0.5463	0.4267	0.8769	1.2458	1.0614
CARM1	0.1299	0.1433	4.9830	4.4814	4.7322
CARS	0.2408	0.2125	2.5164	2.9021	2.7093
CASC3	0.1954	0.2662	3.1877	2.2391	2.7134
CASC4	0.1318	0.1689	4.9047	3.7472	4.3260
CASP2	0.6106	0.6169	0.7350	0.7224	0.7287
CASP3	0.6410	0.6842	0.6765	0.6013	0.6389
CASP8	0.5820	0.6733	0.7945	0.6195	0.7070
CASP8AP2	0.6597	0.6407	0.6430	0.6772	0.6601
CASS4	0.8516	0.8344	0.3633	0.3855	0.3744
CAST	0.0727	0.0981	9.1781	6.7103	7.9442
CBFA2T2	0.6750	0.7516	0.6167	0.4978	0.5573
CBFA2T3	0.5888	0.6133	0.7799	0.7295	0.7547
CBFB	0.2481	0.2245	2.4310	2.7263	2.5786
CBL	0.4269	0.4016	1.2452	1.3497	1.2975
CBLL1	0.8227	0.8275	0.4006	0.3944	0.3975
CBS	0.4516	0.4818	1.1537	1.0544	1.1041
CBX1	0.1249	0.1542	5.1947	4.1394	4.6671
CBX2	0.6176	0.6874	0.7211	0.5961	0.6586
CBX3	0.1640	0.1502	3.8705	4.2591	4.0648
CBX4	0.7942	0.7917	0.4384	0.4418	0.4401
CBX5	0.1061	0.1195	6.1790	5.4488	5.8139
CBX6	0.6599	0.6246	0.6427	0.7074	0.6751
CC2D1A	0.4614	0.5198	1.1201	0.9449	1.0325
CC2D1B	0.3336	0.4133	1.7080	1.2999	1.5039
CCAR1	0.2258	0.2309	2.7084	2.6401	2.6743
CCAR2	0.2222	0.2328	2.7591	2.6162	2.6876
CCDC117	0.7178	0.6691	0.5479	0.6268	0.5874
CCDC12	0.6039	0.5847	0.7484	0.7888	0.7686
CCDC124	0.1122	0.1101	5.8265	5.9433	5.8849
CCDC137	0.7727	0.7595	0.4678	0.4864	0.4771
CCDC138	0.3395	0.3225	1.6715	1.7802	1.7258
CCDC14	0.4447	0.4901	1.1782	1.0291	1.1036
CCDC144NL-AS1	0.2563	0.3531	2.3408	1.5912	1.9660
CCDC174	0.8705	0.8947	0.3392	0.3079	0.3235
CCDC18	0.2724	0.2791	2.1799	2.1182	2.1491
CCDC26	0.3594	0.3826	1.5567	1.4376	1.4971
CCDC43	0.2437	0.3021	2.4819	1.9275	2.2047
CCDC47	0.1764	0.1997	3.5716	3.1117	3.3416
CCDC50	0.2143	0.2334	2.8739	2.6076	2.7408
CCDC59	0.4614	0.5130	1.1201	0.9635	1.0418
CCDC6	0.5379	0.5236	0.8978	0.9348	0.9163
CCDC66	0.5627	0.6250	0.8379	0.7067	0.7723
CCDC77	0.6762	0.6113	0.6147	0.7335	0.6741
CCDC8	0.6805	0.7730	0.6075	0.4675	0.5375
CCDC82	0.5559	0.4890	0.8539	1.0326	0.9432
CCDC85C	0.4791	0.3925	1.0628	1.3906	1.2267
CCDC86	0.2562	0.2633	2.3424	2.2679	2.3051
CCDC88A	0.1520	0.1461	4.2039	4.3889	4.2964
CCDC88C	0.4826	0.5606	1.0518	0.8428	0.9473
CCDC9	0.5268	0.5760	0.9264	0.8078	0.8671
CCDC93	0.5921	0.6693	0.7730	0.6264	0.6997
CCDC94	0.5807	0.5107	0.7974	0.9698	0.8836
CCHCR1	0.2252	0.3228	2.7167	1.7783	2.2475
CCNA2	0.3081	0.2942	1.8816	1.9894	1.9355
CCNB1	0.3514	0.3681	1.6011	1.5102	1.5556
CCNB2	0.1911	0.2096	3.2685	2.9474	3.1079
CCND1	0.7062	0.7840	0.5659	0.4522	0.5091
CCND2	0.3099	0.3062	1.8690	1.8963	1.8826
CCND3	0.2915	0.2915	2.0114	2.0113	2.0113
CCNE1	0.6031	0.6416	0.7501	0.6756	0.7128
CCNE2	0.8434	0.8182	0.3738	0.4066	0.3902
CCNF	0.5663	0.6253	0.8296	0.7061	0.7679
CCNG1	0.1993	0.1373	3.1189	4.6934	3.9061
CCNH	0.2542	0.3578	2.3634	1.5650	1.9642
CCNI	0.1316	0.1313	4.9138	4.9231	4.9184
CCNJ	0.8295	0.8991	0.3918	0.3022	0.3470
CCNK	0.2229	0.1787	2.7484	3.5201	3.1342
CCNL1	0.8572	0.9023	0.3561	0.2980	0.3271
CCNL2	0.7129	0.7882	0.5555	0.4465	0.5010
CCNT1	0.8745	0.8975	0.3340	0.3043	0.3192
CCNT2	0.8743	0.8028	0.3342	0.4270	0.3806
CCNY	0.2169	0.1829	2.8354	3.4325	3.1340
CCP110	0.7676	0.6571	0.4749	0.6476	0.5612
CCSAP	0.6450	0.7161	0.6692	0.5505	0.6099
CCSER2	0.4585	0.5332	1.1298	0.9099	1.0199
CCT2	0.0892	0.0789	7.4215	8.4289	7.9252
CCT3	0.0913	0.1137	7.2364	5.7444	6.4904
CCT4	0.1003	0.1081	6.5602	6.0617	6.3109
CCT5	0.0884	0.0969	7.4877	6.8005	7.1441
CCT6A	0.1246	0.1072	5.2089	6.1103	5.6596
CCT7	0.0637	0.0629	10.5305	10.6779	10.6042
CCT8	0.0809	0.0919	8.2196	7.1862	7.7029
CD164	0.5964	0.5432	0.7639	0.8848	0.8243
CD2AP	0.5488	0.5084	0.8708	0.9761	0.9235
CD2BP2	0.3525	0.3293	1.5947	1.7354	1.6651
CD3EAP	0.6022	0.6401	0.7520	0.6783	0.7151
CD46	0.4307	0.4182	1.2304	1.2797	1.2550
CD55	0.4808	0.4527	1.0576	1.1501	1.1038
CD58	0.5577	0.6534	0.8496	0.6542	0.7519
CD59	0.2188	0.2419	2.8070	2.5031	2.6551
CD81	0.1412	0.1191	4.5549	5.4677	5.0113
CDAN1	0.3987	0.4209	1.3625	1.2689	1.3157
CDC123	0.0994	0.1206	6.6197	5.3942	6.0069
CDC14A	0.7522	0.7640	0.4968	0.4801	0.4885
CDC16	0.2000	0.2892	3.1058	2.0309	2.5683
CDC20	0.2008	0.2933	3.0931	1.9967	2.5449
CDC23	0.3177	0.3377	1.8131	1.6825	1.7478
CDC25A	0.7305	0.7507	0.5286	0.4990	0.5138
CDC25B	0.1429	0.1862	4.4936	3.3650	3.9293
CDC27	0.4372	0.3616	1.2057	1.5443	1.3750
CDC34	0.2002	0.1992	3.1032	3.1198	3.1115
CDC37	0.0736	0.0897	9.0619	7.3728	8.2173
CDC40	0.6475	0.6505	0.6648	0.6594	0.6621
CDC42	0.1405	0.1768	4.5773	3.5635	4.0704
CDC42BPA	0.2328	0.2920	2.6154	2.0076	2.3115
CDC42BPB	0.2176	0.2647	2.8250	2.2539	2.5394
CDC42EP1	0.4693	0.4278	1.0939	1.2417	1.1678
CDC42EP4	0.7896	0.7167	0.4447	0.5496	0.4971
CDC42SE1	0.4865	0.4706	1.0401	1.0899	1.0650
CDC42SE2	0.5445	0.5543	0.8815	0.8577	0.8696
CDC45	0.1860	0.2131	3.3691	2.8925	3.1308
CDC5L	0.4651	0.4554	1.1079	1.1405	1.1242
CDC6	0.5366	0.4480	0.9012	1.1665	1.0339
CDC7	0.4921	0.4822	1.0232	1.0533	1.0382
CDC73	0.4068	0.4024	1.3273	1.3463	1.3368
CDCA2	0.5377	0.5702	0.8985	0.8207	0.8596
CDCA4	0.7560	0.8705	0.4914	0.3392	0.4153
CDCA5	0.5715	0.5609	0.8179	0.8423	0.8301
CDCA7	0.4591	0.4609	1.1281	1.1217	1.1249
CDCA8	0.5544	0.5471	0.8574	0.8752	0.8663
CDCP1	0.4689	0.4737	1.0955	1.0800	1.0878
CDK1	0.4304	0.3650	1.2316	1.5261	1.3789
CDK10	0.6618	0.5812	0.6393	0.7965	0.7179
CDK11B	0.3582	0.3283	1.5631	1.7418	1.6524
CDK12	0.5316	0.5485	0.9140	0.8716	0.8928
CDK13	0.6246	0.5661	0.7074	0.8301	0.7687
CDK16	0.2403	0.3298	2.5224	1.7320	2.1272
CDK17	0.7632	0.7165	0.4812	0.5499	0.5155
CDK2	0.3097	0.2329	1.8699	2.6138	2.2418
CDK4	0.1334	0.1971	4.8393	3.1567	3.9980
CDK5RAP1	0.2709	0.1765	2.1942	3.5703	2.8822
CDK5RAP2	0.2334	0.2666	2.6085	2.2353	2.4219
CDK6	0.2067	0.2191	2.9931	2.8032	2.8982
CDK7	0.5619	0.5156	0.8398	0.9563	0.8980
CDK8	0.2756	0.2511	2.1500	2.3976	2.2738
CDK9	0.6194	0.6646	0.7175	0.6344	0.6759
CDKAL1	0.2325	0.2831	2.6189	2.0822	2.3506
CDKN2AIP	0.7782	0.8709	0.4602	0.3386	0.3994
CDKN2C	0.5576	0.5061	0.8500	0.9827	0.9163
CDR2	0.8211	0.8117	0.4028	0.4151	0.4090
CDS2	0.2573	0.3190	2.3302	1.8045	2.0673
CDT1	0.6217	0.6167	0.7131	0.7228	0.7179
CDV3	0.2590	0.3005	2.3123	1.9394	2.1259
CDYL	0.5265	0.5263	0.9270	0.9278	0.9274
CEBPG	0.6542	0.7387	0.6527	0.5164	0.5845
CEBPZ	0.4208	0.3742	1.2691	1.4787	1.3739
CELF1	0.4327	0.4428	1.2226	1.1853	1.2040
CELSR2	0.2880	0.3059	2.0410	1.8986	1.9698
CENPA	0.4266	0.5581	1.2463	0.8487	1.0475
CENPB	0.3821	0.4981	1.4397	1.0054	1.2226
CENPBD1	0.7946	0.8233	0.4379	0.3999	0.4189
CENPC	0.6581	0.6297	0.6459	0.6977	0.6718
CENPE	0.1713	0.2499	3.6896	2.4102	3.0499
CENPF	0.2992	0.2680	1.9494	2.2218	2.0856
CENPJ	0.5506	0.5900	0.8666	0.7774	0.8220
CENPL	0.6102	0.6130	0.7357	0.7302	0.7330
CENPN	0.5426	0.5370	0.8862	0.9000	0.8931
CENPO	0.3685	0.4415	1.5078	1.1898	1.3488
CENPP	0.2869	0.2538	2.0495	2.3675	2.2085
CENPQ	0.6912	0.7776	0.5898	0.4611	0.5255
CENPT	0.1877	0.1945	3.3340	3.2053	3.2697
CENPU	0.1918	0.1355	3.2547	4.7619	4.0083
CEP104	0.1217	0.1239	5.3413	5.2406	5.2910
CEP128	0.3569	0.4104	1.5699	1.3118	1.4409
CEP152	0.5366	0.5439	0.9011	0.8829	0.8920
CEP170	0.7615	0.7980	0.4836	0.4334	0.4585
CEP170B	0.4441	0.5463	1.1804	0.8771	1.0287
CEP192	0.3167	0.3649	1.8202	1.5270	1.6736
CEP250	0.2788	0.3392	2.1205	1.6731	1.8968
CEP295	0.5219	0.5770	0.9392	0.8057	0.8725
CEP350	0.5637	0.5121	0.8357	0.9658	0.9008
CEP55	0.3964	0.3948	1.3728	1.3803	1.3765
CEP57	0.3580	0.3781	1.5639	1.4593	1.5116
CEP57L1	0.3530	0.3343	1.5919	1.7034	1.6477
CEP72	0.6462	0.6773	0.6670	0.6128	0.6399
CEP83	0.2513	0.3108	2.3953	1.8622	2.1287
CEP85	0.7560	0.7702	0.4914	0.4714	0.4814
CEP85L	0.7617	0.7672	0.4832	0.4755	0.4794
CEP95	0.4284	0.4672	1.2393	1.1009	1.1701
CEPT1	0.2571	0.3572	2.3318	1.5684	1.9501
CERS2	0.2255	0.2318	2.7124	2.6281	2.6702
CERS6	0.4107	0.4078	1.3107	1.3231	1.3169
CFAP20	0.6943	0.6846	0.5849	0.6007	0.5928
CFAP97	0.2758	0.2366	2.1482	2.5676	2.3579
CFH	0.1175	0.1177	5.5477	5.5334	5.5405
CFL1	0.0953	0.1009	6.9235	6.5138	6.7186
CFLAR	0.5626	0.4638	0.8383	1.1120	0.9752
CGGBP1	0.3999	0.4364	1.3575	1.2088	1.2831
CH17-472G23.4	0.8125	0.7373	0.4140	0.5185	0.4663
CHAF1A	0.5215	0.5704	0.9405	0.8203	0.8804
CHAF1B	0.3320	0.3578	1.7177	1.5650	1.6414
CHAMP1	0.8675	0.8463	0.3430	0.3701	0.3565
CHCHD10	0.0761	0.0818	8.7614	8.1222	8.4418
CHCHD2	0.0520	0.0592	12.9874	11.3506	12.1690
CHCHD3	0.1563	0.1670	4.0793	3.7928	3.9360
CHCHD4	0.4613	0.4735	1.1204	1.0806	1.1005
CHD1	0.6761	0.6705	0.6149	0.6244	0.6197
CHD1L	0.1588	0.2362	4.0094	2.5728	3.2911
CHD2	0.6961	0.6401	0.5820	0.6783	0.6301
CHD3	0.1542	0.1040	4.1375	6.3126	5.2250
CHD4	0.1443	0.1567	4.4478	4.0659	4.2569
CHD6	0.4613	0.4889	1.1206	1.0326	1.0766
CHD8	0.5617	0.5909	0.8403	0.7756	0.8080
CHD9	0.7456	0.7925	0.5063	0.4408	0.4736
CHEK1	0.3457	0.3055	1.6341	1.9010	1.7676
CHID1	0.2424	0.2462	2.4966	2.4526	2.4746
CHKA	0.1768	0.3231	3.5619	1.7760	2.6689
CHMP1A	0.1617	0.3171	3.9297	1.8174	2.8735
CHMP4B	0.1711	0.2246	3.6931	2.7253	3.2092
CHMP7	0.6261	0.5826	0.7046	0.7934	0.7490
CHORDC1	0.1569	0.1851	4.0619	3.3861	3.7240
CHP1	0.1542	0.1520	4.1385	4.2055	4.1720
CHPF2	0.6787	0.7706	0.6105	0.4709	0.5407
CHRAC1	0.1414	0.1195	4.5457	5.4466	4.9961
CHST10	0.7762	0.7549	0.4631	0.4930	0.4780
CHST11	0.6163	0.6757	0.7237	0.6155	0.6696
CHST12	0.6288	0.6144	0.6995	0.7274	0.7135
CHST2	0.5136	0.5069	0.9616	0.9804	0.9710
CHST3	0.8199	0.8331	0.4044	0.3871	0.3958
CHSY1	0.6944	0.6639	0.5846	0.6357	0.6102
CHTF8	0.5236	0.4817	0.9349	1.0546	0.9948
CHTOP	0.4636	0.4793	1.1130	1.0623	1.0876
CIAO1	0.2057	0.2218	3.0097	2.7644	2.8871
CIAPIN1	0.1753	0.2155	3.5955	2.8556	3.2255
CIC	0.7687	0.7500	0.4734	0.4999	0.4867
CIR1	0.4437	0.4950	1.1819	1.0146	1.0982
CIRBP	0.3056	0.3184	1.9005	1.8080	1.8542
CISD1	0.1450	0.1581	4.4241	4.0269	4.2255
CISD2	0.2461	0.2704	2.4532	2.1987	2.3260
CISH	0.9173	0.9340	0.2781	0.2551	0.2666
CIT	0.2522	0.3122	2.3856	1.8522	2.1189
CITED2	0.9066	0.8672	0.2924	0.3433	0.3178
CIZ1	0.0990	0.1158	6.6467	5.6327	6.1397
CKAP2	0.4935	0.4967	1.0190	1.0094	1.0142
CKAP2L	0.7416	0.6645	0.5122	0.6346	0.5734
CKAP5	0.1798	0.1887	3.4976	3.3147	3.4061
CKB	0.0919	0.0847	7.1927	7.8310	7.5118
CKS2	0.5960	0.5088	0.7648	0.9750	0.8699
CLASP1	0.3609	0.4194	1.5483	1.2750	1.4117
CLASP2	0.2535	0.2202	2.3713	2.7874	2.5793
CLASRP	0.4139	0.4536	1.2973	1.1467	1.2220
CLCN3	0.2216	0.2647	2.7673	2.2542	2.5107
CLCN6	0.6994	0.7714	0.5767	0.4696	0.5232
CLEC16A	0.2772	0.3062	2.1349	1.8961	2.0155
CLIC1	0.1014	0.1238	6.4854	5.2440	5.8647
CLIC4	0.2589	0.3039	2.3139	1.9135	2.1137
CLINT1	0.2516	0.2515	2.3922	2.3923	2.3923
CLIP1	0.4213	0.3618	1.2674	1.5436	1.4055
CLK1	0.8112	0.8956	0.4157	0.3067	0.3612
CLK2	0.7394	0.8238	0.5154	0.3993	0.4573
CLK3	0.6708	0.7617	0.6239	0.4833	0.5536
CLK4	0.8572	0.8286	0.3561	0.3929	0.3745
CLNS1A	0.1035	0.0876	6.3467	7.5604	6.9536
CLOCK	0.5172	0.6725	0.9519	0.6210	0.7865
CLPB	0.2483	0.2487	2.4280	2.4237	2.4258
CLPTM1	0.2156	0.2368	2.8550	2.5656	2.7103
CLPTM1L	0.1332	0.1534	4.8477	4.1628	4.5053
CLPX	0.2723	0.2551	2.1805	2.3531	2.2668
CLSPN	0.4391	0.4362	1.1986	1.2094	1.2040
CLSTN1	0.2402	0.1645	2.5232	3.8556	3.1894
CLTA	0.1416	0.1665	4.5387	3.8049	4.1718
CLTB	0.1240	0.1522	5.2355	4.1983	4.7169
CLTC	0.1385	0.1438	4.6502	4.4658	4.5580
CLTCL1	0.4360	0.4200	1.2104	1.2723	1.2414
CLUH	0.2313	0.2682	2.6351	2.2194	2.4273
CMBL	0.1287	0.1211	5.0306	5.3702	5.2004
CMC2	0.1644	0.2035	3.8596	3.0472	3.4534
CMIP	0.4501	0.4762	1.1592	1.0719	1.1155
CMPK1	0.1359	0.1273	4.7472	5.0921	4.9197
CMSS1	0.1684	0.1451	3.7592	4.4211	4.0902
CMTM6	0.5714	0.6483	0.8181	0.6632	0.7407
CMTR1	0.2256	0.2468	2.7105	2.4462	2.5783
CMTR2	0.8992	0.9485	0.3020	0.2336	0.2678
CNBP	0.1938	0.1826	3.2185	3.4388	3.3287
CNDP2	0.1544	0.1152	4.1336	5.6651	4.8994
CNKSR3	0.6602	0.6542	0.6422	0.6527	0.6475
CNN2	0.1352	0.1500	4.7713	4.2663	4.5188
CNOT1	0.1635	0.1690	3.8825	3.7447	3.8136
CNOT10	0.2535	0.2611	2.3714	2.2912	2.3313
CNOT2	0.4479	0.4075	1.1667	1.3244	1.2456
CNOT3	0.5474	0.5576	0.8744	0.8500	0.8622
CNOT4	0.8797	0.8654	0.3273	0.3457	0.3365
CNOT6	0.3813	0.3432	1.4435	1.6488	1.5462
CNOT6L	0.6035	0.5385	0.7494	0.8963	0.8229
CNOT7	0.1951	0.1737	3.1928	3.6334	3.4131
CNOT8	0.7258	0.6512	0.5356	0.6581	0.5969
CNOT9	0.4493	0.5238	1.1620	0.9341	1.0481
CNP	0.2206	0.2100	2.7806	2.9409	2.8607
CNST	0.7190	0.7023	0.5461	0.5721	0.5591
CNTRL	0.4139	0.4031	1.2976	1.3435	1.3205
COA1	0.2347	0.2387	2.5914	2.5413	2.5664
COA4	0.1420	0.2137	4.5262	2.8837	3.7049
COA6	0.2634	0.2179	2.2669	2.8208	2.5438
COA7	0.7296	0.7527	0.5299	0.4962	0.5130
COASY	0.2414	0.2637	2.5093	2.2639	2.3866
COBL	0.4944	0.3280	1.0163	1.7436	1.3800
COG1	0.5095	0.4270	0.9730	1.2447	1.1088
COG2	0.3468	0.3720	1.6278	1.4899	1.5589
COG8	0.5227	0.5002	0.9371	0.9995	0.9683
COIL	0.6165	0.5794	0.7233	0.8003	0.7618
COL18A1	0.2020	0.1624	3.0721	3.9111	3.4916
COL4A3BP	0.4356	0.4717	1.2119	1.0862	1.1491
COL6A5	0.3947	0.4859	1.3806	1.0417	1.2112
COLGALT1	0.1329	0.1584	4.8606	4.0181	4.4394
COMMD2	0.1573	0.2365	4.0493	2.5690	3.3091
COMT	0.2036	0.1824	3.0454	3.4418	3.2436
COPA	0.0835	0.1173	7.9495	5.5540	6.7518
COPB1	0.1623	0.1906	3.9130	3.2781	3.5955
COPB2	0.0996	0.1084	6.6096	6.0398	6.3247
COPG1	0.1380	0.1635	4.6687	3.8827	4.2757
COPG2	0.1185	0.1355	5.4962	4.7604	5.1283
COPS2	0.2513	0.2777	2.3950	2.1310	2.2630
COPS3	0.1921	0.1973	3.2494	3.1544	3.2019
COPS4	0.1428	0.2036	4.4985	3.0456	3.7720
COQ4	0.2855	0.2613	2.0618	2.2889	2.1754
COQ9	0.2252	0.3129	2.7160	1.8468	2.2814
CORO1C	0.1222	0.1265	5.3203	5.1229	5.2216
COX10	0.6545	0.5852	0.6522	0.7877	0.7200
COX20	0.1792	0.2116	3.5102	2.9157	3.2129
COX4I1	0.0491	0.0653	13.7535	10.2648	12.0091
COX6B1	0.0702	0.0777	9.5181	8.5712	9.0447
COX7C	0.0629	0.0489	10.6632	13.8269	12.2451
CPD	0.2071	0.1717	2.9873	3.6788	3.3331
CPEB4	0.7905	0.8123	0.4435	0.4144	0.4289
CPED1	0.3357	0.3188	1.6946	1.8054	1.7500
CPNE7	0.3021	0.3855	1.9272	1.4236	1.6754
CPPED1	0.3523	0.4301	1.5962	1.2326	1.4144
CPSF1	0.1708	0.2077	3.7008	2.9768	3.3388
CPSF2	0.1523	0.0954	4.1940	6.9149	5.5544
CPSF3	0.1438	0.1362	4.4653	4.7349	4.6001
CPSF4	0.5465	0.5103	0.8765	0.9707	0.9236
CPSF6	0.2045	0.2303	3.0291	2.6478	2.8384
CPSF7	0.6243	0.6098	0.7080	0.7365	0.7222
CPT2	0.3749	0.5277	1.4752	0.9239	1.1995
CPTP	0.7445	0.6927	0.5080	0.5874	0.5477
CR1L	0.3911	0.4571	1.3972	1.1346	1.2659
